Ward,Road_Type,No_of_vehicles_involved,Time_Range,Month_Num,Nepali_Season,Weather_Clear,Weather_Cold,Weather_Cool,Weather_Dry,Weather_Dusty,Weather_Foggy,Weather_Frosty,Weather_Hot,Weather_Humid,Weather_Mild,Weather_Overcast,Weather_Pleasant,Weather_Rainy,Weather_Thunderstorm,Weather_Warm,Weather_Windy,Severity,Ward_Location_Risk
15,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0032894736842105
15,0,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0449561403508771
15,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0449561403508771
3,0,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0142543859649122
13,0,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0054824561403508
6,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
9,1,1,0,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0010964912280701
13,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0734649122807017
7,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
5,0,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0032894736842105
6,0,2,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0175438596491228
1,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0098684210526315
12,1,2,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
12,1,1,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0197368421052631
15,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
12,1,1,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0197368421052631
19,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0175438596491228
3,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0054824561403508
18,1,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0197368421052631
9,1,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0032894736842105
7,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0054824561403508
3,0,2,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0054824561403508
13,1,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0734649122807017
10,1,2,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0109649122807017
6,1,2,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0175438596491228
1,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0032894736842105
7,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
3,0,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0032894736842105
3,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0043859649122807
2,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0010964912280701
6,0,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
18,1,1,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0043859649122807
4,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0131578947368421
5,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.006578947368421
15,0,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0449561403508771
14,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0844298245614035
3,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
14,0,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0844298245614035
16,1,1,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0230263157894736
9,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0032894736842105
3,1,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0032894736842105
13,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0734649122807017
2,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0054824561403508
3,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0076754385964912
5,1,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
9,1,1,1,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0021929824561403
13,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
1,1,2,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0010964912280701
3,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0087719298245614
15,1,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0449561403508771
4,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.006578947368421
3,0,1,3,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0263157894736842
14,0,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0844298245614035
13,1,2,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0734649122807017
15,0,1,2,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0449561403508771
3,0,2,1,8,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0032894736842105
13,0,2,1,8,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0734649122807017
13,0,2,2,8,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0010964912280701
13,0,1,3,8,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0734649122807017
13,0,2,2,8,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0010964912280701
