Date,Month,Ward,Location,Road_Type,No_of_vehicles_involved,Minor_Injury,Severe_Injury,Fatal/Death,Time_Range,Cause,Month_Num,Nepali_Season,Season,Weather_Clear,Weather_Cold,Weather_Cool,Weather_Dry,Weather_Dusty,Weather_Foggy,Weather_Frosty,Weather_Hot,Weather_Humid,Weather_Mild,Weather_Overcast,Weather_Pleasant,Weather_Rainy,Weather_Thunderstorm,Weather_Warm,Weather_Windy,Severity,Total_Injuries,Casualties
2082-07-11 00:00:00,Kartik,6,dto,highway,2,1,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-12 00:00:00,Kartik,1,pushpalal chowk,inner paved road,2,2,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-12 00:00:00,Kartik,12,sainik tole,inner paved road,2,2,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-12 00:00:00,Kartik,12,dto,inner paved road,1,1,0,0,06:00-12:00,road condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-12 00:00:00,Kartik,15,dudhfarm,highway,2,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-12 00:00:00,Kartik,12,dto,inner paved road,1,3,0,0,06:00-12:00,road condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,3,3
2082-07-12 00:00:00,Kartik,19,pushpalal chowk,inner paved road,1,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-12 00:00:00,Kartik,3,ausadhi bibhag,highway,2,2,1,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,medium,3,3
2082-07-12 00:00:00,Kartik,18,rani,inner paved road,1,2,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-13 00:00:00,Kartik,9,traffic chowk,inner paved road,1,2,0,0,18:00-00:00,vehicle condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-13 00:00:00,Kartik,7,dto,inner paved road,2,0,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,0,0
2082-07-14 00:00:00,Kartik,3,rajbanshi chowk,highway,2,1,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-14 00:00:00,Kartik,13,rani,inner paved road,1,3,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,3,3
2082-07-16 00:00:00,Kartik,10,dto,inner paved road,2,1,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-17 00:00:00,Kartik,6,dto,inner paved road,2,2,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-17 00:00:00,Kartik,1,hatkhola,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-17 00:00:00,Kartik,7,golcha mod,inner paved road,2,1,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-18 00:00:00,Kartik,3,kharji,highway,1,1,1,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,medium,2,2
2082-07-20 00:00:00,Kartik,3,ddc,highway,2,3,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,3,3
2082-07-20 00:00:00,Kartik,2,hanuman mandir,inner paved road,2,1,2,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,medium,3,3
2082-07-20 00:00:00,Kartik,6,ncl office,highway,1,1,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-21 00:00:00,Kartik,18,icp chowk,inner paved road,1,2,0,0,06:00-12:00,vehicle condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-21 00:00:00,Kartik,4,pipal chowk,highway,2,2,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-21 00:00:00,Kartik,5,dto,inner paved road,2,2,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-21 00:00:00,Kartik,15,rani,highway,2,2,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-21 00:00:00,Kartik,14,rani,inner paved road,2,1,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-22 00:00:00,Kartik,3,ban karyalaya,inner paved road,1,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-22 00:00:00,Kartik,14,rani,highway,2,2,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-23 00:00:00,Kartik,16,rani,inner paved road,1,2,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-23 00:00:00,Kartik,9,traffic chowk,inner paved road,2,1,0,0,18:00-00:00,vehicle condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-23 00:00:00,Kartik,3,buddha chowk,inner paved road,1,2,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-24 00:00:00,Kartik,13,rani,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-25 00:00:00,Kartik,2,tinpaini,inner paved road,2,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-25 00:00:00,Kartik,3,bargachhi,highway,2,4,0,1,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,high,4,5
2082-07-25 00:00:00,Kartik,5,dps school,inner paved road,1,1,0,0,18:00-00:00,road condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-26 00:00:00,Kartik,9,kali mandir,inner paved road,1,1,0,1,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,high,1,2
2082-07-26 00:00:00,Kartik,13,koshi project,inner paved road,2,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-26 00:00:00,Kartik,1,purwanchal university,inner paved road,2,4,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,4,4
2082-07-27 00:00:00,Kartik,3,dto,inner paved road,2,0,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,0,0
2082-07-28 00:00:00,Kartik,15,rani,inner paved road,1,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-28 00:00:00,Kartik,4,hatkhola,inner paved road,2,3,0,0,12:00-18:00,road condition,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,3,3
2082-07-28 00:00:00,Kartik,3,oil nigam,highway,1,1,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-29 00:00:00,Kartik,14,rani,highway,2,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-07-29 00:00:00,Kartik,13,rani,inner paved road,2,2,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2082-07-30 00:00:00,Kartik,15,rani,highway,1,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2082-08-01 00:00:00,Mangsir,3,kharji,highway,2,1,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-01 00:00:00,Mangsir,13,rani,highway,2,1,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-01 00:00:00,Mangsir,13,rice mill,highway,2,4,1,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,5,5
2082-08-01 00:00:00,Mangsir,13,rani,highway,1,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-02 00:00:00,Mangsir,13,sasthm college,highway,2,2,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-04 00:00:00,Mangsir,4,ddc,inner paved road,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-04 00:00:00,Mangsir,4,ddc,inner paved road,2,2,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-05 00:00:00,Mangsir,3,airport road,inner paved road,2,1,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-05 00:00:00,Mangsir,4,saptakoshi,inner paved road,1,2,0,0,12:00-18:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-05 00:00:00,Mangsir,7,dto,inner paved road,2,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-05 00:00:00,Mangsir,3,naya bazar,inner paved road,1,2,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-06 00:00:00,Mangsir,10,aqua park,inner paved road,2,2,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-06 00:00:00,Mangsir,13,rani eye hospital,inner paved road,2,2,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-07 00:00:00,Mangsir,3,kanchanbari,highway,2,2,0,0,12:00-18:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-07 00:00:00,Mangsir,3,oil nigam,highway,1,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-07 00:00:00,Mangsir,4,naya bazar,inner paved road,2,2,0,0,18:00-00:00,road condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-07 00:00:00,Mangsir,6,dto,inner paved road,1,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-08 00:00:00,Mangsir,3,pokhariya school,inner paved road,2,2,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-08 00:00:00,Mangsir,3,rajbanshi chowk,highway,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-08 00:00:00,Mangsir,15,pipal chowk,inner paved road,2,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-09 00:00:00,Mangsir,2,birat nursing home,highway,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-09 00:00:00,Mangsir,8,hatkhola,inner paved road,1,1,1,0,18:00-00:00,road condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,2,2
2082-08-10 00:00:00,Mangsir,4,kharji,inner paved road,2,2,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-10 00:00:00,Mangsir,2,rani,inner paved road,1,2,0,0,12:00-18:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-10 00:00:00,Mangsir,13,sainik tole,inner paved road,2,0,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,0,0
2082-08-10 00:00:00,Mangsir,3,oil nigam,highway,2,1,0,0,18:00-00:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-11 00:00:00,Mangsir,7,athiti sadan,inner paved road,1,1,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-11 00:00:00,Mangsir,13,rani,highway,2,1,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-11 00:00:00,Mangsir,16,rani,inner paved road,2,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-12 00:00:00,Mangsir,13,jute mill,inner paved road,2,2,0,0,06:00-12:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-12 00:00:00,Mangsir,1,rani,inner paved road,2,0,0,0,18:00-00:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,0,0
2082-08-12 00:00:00,Mangsir,4,hatkhola,inner paved road,1,0,0,0,06:00-12:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,0,0
2082-08-13 00:00:00,Mangsir,13,gaushala chowk,inner paved road,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-14 00:00:00,Mangsir,15,bank road,highway,2,1,0,0,18:00-00:00,vehicle condition,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-15 00:00:00,Mangsir,13,maiti nepal,inner paved road,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-16 00:00:00,Mangsir,13,talim kendra,inner paved road,2,1,0,0,06:00-12:00,overtake,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-17 00:00:00,Mangsir,13,talim kendra,inner paved road,2,1,0,0,06:00-12:00,pedestrian’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-17 00:00:00,Mangsir,2,bhirkuti chowk,highway,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-17 00:00:00,Mangsir,7,danphe chowk,inner paved road,2,2,0,0,12:00-18:00,pedestrian’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-17 00:00:00,Mangsir,3,ddc,highway,2,0,1,0,18:00-00:00,speeding,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,1,1
2082-08-17 00:00:00,Mangsir,3,bargachhi,highway,1,0,0,1,00:00-06:00,speeding,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,high,0,1
2082-08-18 00:00:00,Mangsir,4,oil nigam,highway,2,1,0,0,06:00-12:00,pedestrian’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-18 00:00:00,Mangsir,5,chadani chowk,inner paved road,1,1,0,0,06:00-12:00,pedestrian’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-19 00:00:00,Mangsir,2,shyam mandir,inner paved road,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-20 00:00:00,Mangsir,18,lawaghat,inner paved road,1,2,0,0,18:00-00:00,drunk and drive,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-20 00:00:00,Mangsir,5,munalpath,highway,1,1,0,0,18:00-00:00,passenger’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-21 00:00:00,Mangsir,3,buddha chowk,inner paved road,2,1,0,0,06:00-12:00,pedestrian’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-21 00:00:00,Mangsir,3,kanchanbari,highway,2,1,1,0,06:00-12:00,pedestrian’s fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,2,2
2082-08-22 00:00:00,Mangsir,7,dharmaraj tole,inner paved road,1,2,0,0,18:00-00:00,speeding,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-22 00:00:00,Mangsir,6,bargachhi,highway,1,1,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-24 00:00:00,Mangsir,19,milan chowk,inner paved road,1,5,0,0,06:00-12:00,speeding,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,5,5
2082-08-24 00:00:00,Mangsir,3,dhat,highway,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-25 00:00:00,Mangsir,2,bande hotel,inner paved road,2,1,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-08-26 00:00:00,Mangsir,4,pipal chowk,highway,2,2,0,0,06:00-12:00,traffic rule violation,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-26 00:00:00,Mangsir,14,dibyajyoti chowk,inner paved road,2,2,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-26 00:00:00,Mangsir,15,bank road,inner paved road,2,2,0,0,18:00-00:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-27 00:00:00,Mangsir,9,sarswati school,inner paved road,2,2,0,0,06:00-12:00,speeding,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-27 00:00:00,Mangsir,15,rani eye hospital,highway,2,2,0,0,12:00-18:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-28 00:00:00,Mangsir,14,icp chowk,highway,2,2,0,0,06:00-12:00,driver's fault,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-08-29 00:00:00,Mangsir,18,rani,inner paved road,1,1,0,0,12:00-18:00,drunk and drive,8,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-01 00:00:00,Poush,4,kanchanbari,highway,2,2,1,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,3,3
2082-09-01 00:00:00,Poush,4,naya bazar,inner paved road,2,2,0,0,18:00-00:00,road condition,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-02 00:00:00,Poush,11,cm office,inner paved road,2,2,0,0,06:00-12:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-03 00:00:00,Poush,4,pipal chowk,inner paved road,2,2,0,0,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-04 00:00:00,Poush,11,pichra,inner paved road,1,1,0,0,12:00-18:00,drunk and drive,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-04 00:00:00,Poush,3,football chowk,inner paved road,1,1,1,0,18:00-00:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,2,2
2082-09-04 00:00:00,Poush,3,gograha chowk,inner paved road,2,2,0,0,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-04 00:00:00,Poush,19,milan chowk,inner paved road,2,2,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-05 00:00:00,Poush,4,airport road,inner paved road,2,2,0,0,18:00-00:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-07 00:00:00,Poush,7,devkota chowk,inner paved road,1,1,0,0,18:00-00:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-07 00:00:00,Poush,4,hatkhola,inner paved road,1,1,0,0,18:00-00:00,drunk and drive,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-08 00:00:00,Poush,9,pushpalal chowk,inner paved road,1,1,0,1,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,high,1,2
2082-09-09 00:00:00,Poush,8,hatkhola,inner paved road,2,2,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-09 00:00:00,Poush,11,janpat tole,inner paved road,2,2,0,0,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-10 00:00:00,Poush,9,ratna hotel,inner paved road,2,2,0,1,18:00-00:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,high,2,3
2082-09-10 00:00:00,Poush,11,krishni vawan,inner paved road,1,1,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-11 00:00:00,Poush,4,chadani chowk,inner paved road,2,2,0,1,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,high,2,3
2082-09-11 00:00:00,Poush,4,dto,inner paved road,1,1,0,0,18:00-00:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-11 00:00:00,Poush,14,degree campus,inner paved road,1,1,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-12 00:00:00,Poush,4,oil nigam,highway,1,1,0,0,18:00-00:00,drunk and drive,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-12 00:00:00,Poush,9,dto,highway,2,2,0,0,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-12 00:00:00,Poush,1,hatkhola,inner paved road,1,1,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-13 00:00:00,Poush,3,oil nigam,inner paved road,2,2,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-13 00:00:00,Poush,4,hatkhola,inner paved road,2,2,0,0,18:00-00:00,other causes,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-13 00:00:00,Poush,11,janpat tole,inner paved road,2,2,1,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,3,3
2082-914,Poush,15,bhatta chowk,inner paved road,2,2,1,0,18:00-00:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,medium,3,3
2082-09-14 00:00:00,Poush,15,mills area,inner paved road,1,1,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-15 00:00:00,Poush,14,rani,inner paved road,2,2,0,1,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,high,2,3
