Date,Month,Ward,Location,Road_Type,No_of_vehicles_involved,Minor_Injury,Severe_Injury,Fatal/Death,Time_Range,Cause,Month_Num,Nepali_Season,Season,Weather_Clear,Weather_Cold,Weather_Cool,Weather_Dry,Weather_Dusty,Weather_Foggy,Weather_Frosty,Weather_Hot,Weather_Humid,Weather_Mild,Weather_Overcast,Weather_Pleasant,Weather_Rainy,Weather_Thunderstorm,Weather_Warm,Weather_Windy,Severity,Total_Injuries,Casualties
2082-09-15 00:00:00,Poush,12,dto,inner paved road,2,2,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-15 00:00:00,Poush,14,rani,inner paved road,1,1,0,0,00:00-06:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-16 00:00:00,Poush,14,icp chowk,highway,1,1,0,0,06:00-12:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-17 00:00:00,Poush,8,singhiya khola,highway,1,1,0,0,00:00-06:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-17 00:00:00,Poush,12,dto,highway,2,2,0,0,12:00-18:00,pedestrian’s fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-17 00:00:00,Poush,4,airport road,inner paved road,3,3,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,3,3
2082-09-18 00:00:00,Poush,3,dhat,inner paved road,1,1,0,1,18:00-00:000,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,high,1,2
2082-09-19 00:00:00,Poush,9,panchali,highway,2,3,0,0,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,3,3
2082-09-19 00:00:00,Poush,7,dto,inner paved road,2,1,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-19 00:00:00,Poush,4,kochakhola,inner paved road,1,1,0,0,18:00-00:000,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-19 00:00:00,Poush,7,hatkhola,inner paved road,2,1,0,0,18:00-00:000,pedestrian’s fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-20 00:00:00,Poush,13,degree campus,highway,2,1,0,0,06:00-12:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-20 00:00:00,Poush,5,prithvi chowk,inner paved road,2,1,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-21 00:00:00,Poush,9,pushpalal chowk,inner paved road,2,2,0,0,18:00-00:000,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-21 00:00:00,Poush,3,wada office,inner paved road,2,1,0,0,18:00-00:000,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2022-09-22 00:00:00,Poush,12,dto,highway,1,1,0,0,06:00-12:00,drunk and drive,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-24 00:00:00,Poush,5,pipal chowk,inner paved road,1,1,0,0,18:00-00:000,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-25 00:00:00,Poush,1,rani,inner paved road,1,2,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-25 00:00:00,Poush,15,rani,inner paved road,1,1,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-25 00:00:00,Poush,13,rani,highway,2,2,0,0,18:00-00:000,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2025-09-27 00:00:00,Poush,4,tirupati,highway,2,0,0,0,12:00-18:00,speeding,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,0,0
2025-09-27 00:00:00,Poush,2,birateshwor mandir,inner paved road,1,5,0,0,12:00-18:00,overtake,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,5,5
2025-09-27 00:00:00,Poush,12,mangalbare,inner paved road,2,2,0,0,12:00-18:00,driver's fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,2,2
2025-09-27 00:00:00,Poush,14,gaushala chowk,highway,1,1,0,0,18:00-00:000,pedestrian’s fault,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2025-09-27 00:00:00,Poush,4,dhat,highway,2,1,0,0,18:00-00:000,vehicle condition,9,Hemanta,Winter,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-28 00:00:00,Magh,14,sainik tole,inner paved road,2,1,0,0,12:00-18:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-28 00:00:00,Magh,15,bhatta chowk,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-28 00:00:00,Magh,17,rani,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-09-29 00:00:00,Magh,3,petrol pump,highway,2,4,0,0,12:00-18:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,4,4
2082-09-29 00:00:00,Magh,2,tapadiya hospital,inner paved road,1,2,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-09-30 00:00:00,Magh,9,bhatti mod,highway,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-01 00:00:00,Magh,11,new gudri,inner paved road,1,1,0,0,06:00-12:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-01 00:00:00,Magh,7,hatkhola,inner paved road,2,2,0,0,18:00-00:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-01 00:00:00,Magh,4,hatkhola,inner paved road,1,3,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,3,3
2082-10-02 00:00:00,Magh,17,rani,inner paved road,1,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-02 00:00:00,Magh,18,budhanagar,inner paved road,2,2,0,0,18:00-00:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-02 00:00:00,Magh,4,hamro hospital,highway,2,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-02 00:00:00,Magh,3,wada office,inner paved road,1,1,0,0,00:00-06:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-03 00:00:00,Magh,12,cm office,highway,2,2,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-03 00:00:00,Magh,12,dto,inner paved road,2,2,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-03 00:00:00,Magh,13,hanuman mandir,inner paved road,2,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-03 00:00:00,Magh,12,adarsh tole,inner paved road,1,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-03 00:00:00,Magh,6,ring road,inner paved road,1,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-05 00:00:00,Magh,19,koshi project,inner paved road,1,2,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-06 00:00:00,Magh,13,ring road,inner paved road,2,1,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-06 00:00:00,Magh,11,dto,inner paved road,1,1,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-06 00:00:00,Magh,13,swagatam chowk,highway,1,1,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-06 00:00:00,Magh,3,hatkhola,inner paved road,2,1,0,0,12:00-18:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-06 00:00:00,Magh,3,saibaba chowk,highway,2,2,0,0,06:00-12:00,road condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-07 00:00:00,Magh,4,kanchanbari,highway,1,0,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,0,0
2082-10-07 00:00:00,Magh,12,rani,highway,1,0,0,0,18:00-00:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,0,0
2082-10-08 00:00:00,Magh,4,nobel nahar,inner paved road,1,1,0,0,18:00-00:00,crossroad,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-09 00:00:00,Magh,9,kali mandir,inner paved road,2,1,0,0,06:00-12:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-09 00:00:00,Magh,14,rani,highway,2,2,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-09 00:00:00,Magh,5,prithvi tole,inner paved road,2,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-09 00:00:00,Magh,4,durga mandir,inner paved road,1,0,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,0,0
2082-10-10 00:00:00,Magh,9,ghoghapul,inner paved road,1,1,0,0,12:00-18:00,other causes,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-10 00:00:00,Magh,6,bhatbhateni,highway,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-11 00:00:00,Magh,5,chadani chowk,inner paved road,1,1,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-11 00:00:00,Magh,4,yadav tole,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-11 00:00:00,Magh,4,rajbanshi chowk,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-11 00:00:00,Magh,9,panchamukhi chowk,inner paved road,2,1,0,0,18:00-00:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-12 00:00:00,Magh,18,icp chowk,inner paved road,2,2,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-12 00:00:00,Magh,15,rani,highway,1,4,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,4,4
2082-10-13 00:00:00,Magh,3,dto,inner paved road,2,2,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-13 00:00:00,Magh,10,dto,inner paved road,2,1,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-14 00:00:00,Magh,3,hatkhola,inner paved road,1,1,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-14 00:00:00,Magh,18,rani,inner paved road,2,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-14 00:00:00,Magh,15,rani,highway,2,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-14 00:00:00,Magh,4,dto,highway,3,2,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-14 00:00:00,Magh,3,hatkhola,inner paved road,2,2,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-14 00:00:00,Magh,4,dto,inner paved road,2,3,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,3,3
2082-10-15 00:00:00,Magh,10,dto,inner paved road,2,1,0,0,06:00-12:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-15 00:00:00,Magh,7,bhirkuti chowk,highway,2,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-15 00:00:00,Magh,12,dto,inner paved road,2,2,0,0,18:00-00:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-16 00:00:00,Magh,6,dto,inner paved road,1,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-16 00:00:00,Magh,10,dto,highway,2,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-17 00:00:00,Magh,4,dto,inner paved road,2,1,0,0,12:00-18:00,vehicle condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-17 00:00:00,Magh,17,rani,inner paved road,1,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-17 00:00:00,Magh,1,rani,inner paved road,1,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-17 00:00:00,Magh,13,rani,inner paved road,2,1,0,0,18:00-00:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-17 00:00:00,Magh,4,ganesh chowk,inner paved road,2,2,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-17 00:00:00,Magh,7,dto,inner paved road,2,2,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-17 00:00:00,Magh,2,dto,highway,2,1,0,0,18:00-00:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-17 00:00:00,Magh,9,dto,inner paved road,2,2,0,0,18:00-00:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-17 00:00:00,Magh,4,dto,highway,2,1,0,0,18:00-00:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-18 00:00:00,Magh,11,mahendra morang,inner paved road,2,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-18 00:00:00,Magh,4,dto,highway,1,1,0,0,12:00-18:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-18 00:00:00,Magh,9,devkota chowk,inner paved road,1,1,0,0,18:00-00:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-18 00:00:00,Magh,4,dto,highway,1,1,0,0,18:00-00:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-19 00:00:00,Magh,15,rani,highway,2,1,0,0,06:00-12:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-19 00:00:00,Magh,4,dto,highway,2,1,0,0,12:00-18:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-19 00:00:00,Magh,9,dto,highway,2,2,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-19 00:00:00,Magh,5,dto,inner paved road,2,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-19 00:00:00,Magh,1,dto,inner paved road,2,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-20 00:00:00,Magh,13,rani,inner paved road,3,1,0,0,06:00-12:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-20 00:00:00,Magh,2,rani,inner paved road,1,1,0,0,18:00-00:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-22 00:00:00,Magh,12,dto,highway,2,1,0,0,06:00-12:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-22 00:00:00,Magh,8,hatkhola,highway,2,1,0,0,06:00-12:00,drunk and drive,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-23 00:00:00,Magh,12,dto,highway,2,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-24 00:00:00,Magh,4,kanchanbari,highway,2,5,0,0,06:00-12:00,other causes,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,5,5
2082-10-24 00:00:00,Magh,12,roadcess chowk,highway,1,1,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-24 00:00:00,Magh,3,dto,highway,2,1,0,0,06:00-12:00,other causes,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-25 00:00:00,Magh,2,rani,inner unpaved road,1,2,0,0,06:00-12:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-25 00:00:00,Magh,4,kharji,highway,2,1,0,0,12:00-18:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-26 00:00:00,Magh,11,dto,highway,1,2,0,0,06:00-12:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-26 00:00:00,Magh,16,rani,inner paved road,2,1,0,0,06:00-12:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-26 00:00:00,Magh,2,munalpath,highway,2,1,0,0,12:00-18:00,other causes,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-27 00:00:00,Magh,5,dto,inner paved road,2,1,0,0,12:00-18:00,road condition,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-28 00:00:00,Magh,9,dto,inner paved road,2,1,0,0,06:00-12:00,pedestrian’s fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-28 00:00:00,Magh,3,kharji,highway,1,2,0,0,12:00-18:00,driver's fault,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,2,2
2082-10-28 00:00:00,Magh,2,munalpath,inner paved road,2,1,0,0,18:00-00:00,speeding,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
2082-10-29 00:00:00,Magh,17,rani,highway,1,1,0,0,18:00-00:00,other causes,10,Shishir,Winter,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,low,1,1
